CSDUID,CSD,Period,IndicatorSummaryDescription,Sector,UnitOfMeasure,OriginalValue
4817062,Clear Hills,2021,Major Projects,Industrial,$,300.00000
4817062,Clear Hills,2022,Major Projects,Industrial,$,300.00000
4811062,St. Albert,2007,Major Projects,Industrial,$,21.00000
4811062,St. Albert,2008,Major Projects,Industrial,$,15.00000
4811062,St. Albert,2009,Major Projects,Industrial,$,15.00000
4811062,St. Albert,2010,Major Projects,Industrial,$,25.00000
4811062,St. Albert,2019,Major Projects,Industrial,$,100.00000
4818002,Fox Creek,2010,Major Projects,Industrial,$,45.80000
4818015,Greenview No. 16,2021,Major Projects,Industrial,$,2508.70000
4818015,Greenview No. 16,2022,Major Projects,Industrial,$,2508.70000
4819006,Grande Prairie County No. 1,2008,Major Projects,Industrial,$,24.00000
4819006,Grande Prairie County No. 1,2009,Major Projects,Industrial,$,23.00000
4819006,Grande Prairie County No. 1,2010,Major Projects,Industrial,$,32.00000
4819006,Grande Prairie County No. 1,2011,Major Projects,Industrial,$,70.00000
4819006,Grande Prairie County No. 1,2018,Major Projects,Industrial,$,2000.00000
4819006,Grande Prairie County No. 1,2019,Major Projects,Industrial,$,2400.00000
4819006,Grande Prairie County No. 1,2020,Major Projects,Industrial,$,2454.00000
4819006,Grande Prairie County No. 1,2021,Major Projects,Industrial,$,2600.00000
4811806,Wabamun 133A,2022,Major Projects,Industrial,$,0.00000
4812002,Cold Lake,2012,Major Projects,Industrial,$,7.00000
4812004,Bonnyville No. 87,2020,Major Projects,Industrial,$,10.30000
4812004,Bonnyville No. 87,2021,Major Projects,Industrial,$,10.30000
4812004,Bonnyville No. 87,2022,Major Projects,Industrial,$,10.30000
4812022,Smoky Lake County,2011,Major Projects,Industrial,$,30.00000
4819071,Peace No. 135,2007,Major Projects,Industrial,$,6.00000
4819071,Peace No. 135,2009,Major Projects,Industrial,$,50.00000
4819074,Grimshaw,2013,Major Projects,Industrial,$,34.00000
4819074,Grimshaw,2014,Major Projects,Industrial,$,34.00000
4819074,Grimshaw,2015,Major Projects,Industrial,$,34.00000
4815015,Bighorn No. 8,2009,Major Projects,Industrial,$,600.00000
4815015,Bighorn No. 8,2010,Major Projects,Industrial,$,600.00000
4815015,Bighorn No. 8,2013,Major Projects,Industrial,$,500.00000
4815015,Bighorn No. 8,2014,Major Projects,Industrial,$,500.00000
4815015,Bighorn No. 8,2015,Major Projects,Industrial,$,500.00000
4815015,Bighorn No. 8,2019,Major Projects,Industrial,$,0.00000
4815015,Bighorn No. 8,2020,Major Projects,Industrial,$,0.00000
4815015,Bighorn No. 8,2021,Major Projects,Industrial,$,48.70000
4815045,Ranchland No. 66,2018,Major Projects,Industrial,$,700.00000
4815045,Ranchland No. 66,2019,Major Projects,Industrial,$,1673.00000
4815045,Ranchland No. 66,2020,Major Projects,Industrial,$,1773.00000
4816037,Wood Buffalo,2008,Major Projects,Industrial,$,25.00000
4816037,Wood Buffalo,2018,Major Projects,Industrial,$,565.00000
4816037,Wood Buffalo,2019,Major Projects,Industrial,$,400.00000
4816037,Wood Buffalo,2020,Major Projects,Industrial,$,400.00000
4816037,Wood Buffalo,2021,Major Projects,Industrial,$,400.00000
4816037,Wood Buffalo,2022,Major Projects,Industrial,$,400.00000
4810066,Bruderheim,2011,Major Projects,Industrial,$,160.00000
4811012,Leduc County,2016,Major Projects,Industrial,$,110.00000
4811012,Leduc County,2017,Major Projects,Industrial,$,110.00000
4811012,Leduc County,2018,Major Projects,Industrial,$,40.00000
4811012,Leduc County,2019,Major Projects,Industrial,$,20.00000
4811012,Leduc County,2020,Major Projects,Industrial,$,20.00000
4811012,Leduc County,2021,Major Projects,Industrial,$,40.00000
4811012,Leduc County,2022,Major Projects,Industrial,$,25.00000
4817076,Northern Lights County,2021,Major Projects,Industrial,$,75.10000
4817093,High Level,2019,Major Projects,Industrial,$,54.00000
4813044,Athabasca County,2011,Major Projects,Industrial,$,9.00000
4813046,Boyle,2011,Major Projects,Industrial,$,62.90000
4817033,Lesser Slave River No.124,2012,Major Projects,Industrial,$,40.00000
4817033,Lesser Slave River No.124,2013,Major Projects,Industrial,$,40.00000
4810058,Lamont County,2007,Major Projects,Industrial,$,35.00000
4810058,Lamont County,2008,Major Projects,Industrial,$,35.00000
4810058,Lamont County,2009,Major Projects,Industrial,$,35.00000
4810058,Lamont County,2010,Major Projects,Industrial,$,35.00000
4810058,Lamont County,2011,Major Projects,Industrial,$,35.00000
4810058,Lamont County,2022,Major Projects,Industrial,$,0.00000
4810048,Two Hills County No. 21,2007,Major Projects,Industrial,$,80.00000
4810048,Two Hills County No. 21,2008,Major Projects,Industrial,$,80.00000
4810048,Two Hills County No. 21,2009,Major Projects,Industrial,$,100.00000
4810048,Two Hills County No. 21,2010,Major Projects,Industrial,$,100.00000
4810048,Two Hills County No. 21,2011,Major Projects,Industrial,$,111.60000
4810042,Vermilion,2010,Major Projects,Industrial,$,5.00000
4810042,Vermilion,2019,Major Projects,Industrial,$,30.00000
4810042,Vermilion,2020,Major Projects,Industrial,$,30.00000
4814003,Yellowhead County,2016,Major Projects,Industrial,$,200.00000
4814003,Yellowhead County,2017,Major Projects,Industrial,$,206.00000
4814003,Yellowhead County,2018,Major Projects,Industrial,$,200.00000
4814003,Yellowhead County,2019,Major Projects,Industrial,$,200.00000
4814003,Yellowhead County,2020,Major Projects,Industrial,$,200.00000
4814003,Yellowhead County,2021,Major Projects,Industrial,$,200.00000
4814003,Yellowhead County,2022,Major Projects,Industrial,$,200.00000
4814019,Hinton,2007,Major Projects,Industrial,$,14.00000
4814019,Hinton,2008,Major Projects,Industrial,$,14.00000
4814019,Hinton,2010,Major Projects,Industrial,$,76.80000
4814019,Hinton,2011,Major Projects,Industrial,$,39.00000
4814019,Hinton,2015,Major Projects,Industrial,$,458.00000
4814019,Hinton,2016,Major Projects,Industrial,$,870.00000
4814019,Hinton,2017,Major Projects,Industrial,$,870.00000
4814019,Hinton,2018,Major Projects,Industrial,$,870.00000
4811065,Redwater,2012,Major Projects,Industrial,$,150.00000
4808011,Red Deer,2007,Major Projects,Institutional,$,273.00000
4808011,Red Deer,2008,Major Projects,Institutional,$,333.10000
4808011,Red Deer,2009,Major Projects,Institutional,$,281.10000
4808011,Red Deer,2010,Major Projects,Institutional,$,257.50000
4808011,Red Deer,2011,Major Projects,Institutional,$,252.50000
4808011,Red Deer,2012,Major Projects,Institutional,$,63.40000
4808011,Red Deer,2013,Major Projects,Institutional,$,46.60000
4808011,Red Deer,2014,Major Projects,Institutional,$,94.40000
4808011,Red Deer,2015,Major Projects,Institutional,$,143.00000
4808011,Red Deer,2016,Major Projects,Institutional,$,138.80000
4808011,Red Deer,2017,Major Projects,Institutional,$,229.00000
4808011,Red Deer,2018,Major Projects,Institutional,$,137.60000
4808011,Red Deer,2019,Major Projects,Institutional,$,181.00000
4808011,Red Deer,2020,Major Projects,Institutional,$,2126.20000
4808011,Red Deer,2021,Major Projects,Institutional,$,2119.20000
4808011,Red Deer,2022,Major Projects,Institutional,$,2099.20000
4805018,Strathmore,2007,Major Projects,Institutional,$,35.00000
4805018,Strathmore,2008,Major Projects,Institutional,$,70.00000
4805018,Strathmore,2009,Major Projects,Institutional,$,35.00000
4805018,Strathmore,2010,Major Projects,Institutional,$,35.00000
4805018,Strathmore,2011,Major Projects,Institutional,$,17.50000
4805018,Strathmore,2012,Major Projects,Institutional,$,17.50000
4805018,Strathmore,2014,Major Projects,Institutional,$,5.00000
4805018,Strathmore,2015,Major Projects,Institutional,$,0.00000
4805018,Strathmore,2016,Major Projects,Institutional,$,17.50000
4805018,Strathmore,2017,Major Projects,Institutional,$,17.50000
4805018,Strathmore,2018,Major Projects,Institutional,$,13.00000
4805018,Strathmore,2019,Major Projects,Institutional,$,13.00000
4805018,Strathmore,2020,Major Projects,Institutional,$,50.00000
4805018,Strathmore,2021,Major Projects,Institutional,$,50.00000
4805018,Strathmore,2022,Major Projects,Institutional,$,50.00000
4805026,Drumheller,2007,Major Projects,Institutional,$,40.60000
4805026,Drumheller,2008,Major Projects,Institutional,$,45.60000
4805026,Drumheller,2009,Major Projects,Institutional,$,32.80000
4805026,Drumheller,2010,Major Projects,Institutional,$,25.00000
4805026,Drumheller,2011,Major Projects,Institutional,$,134.30000
4805026,Drumheller,2012,Major Projects,Institutional,$,26.60000
4805026,Drumheller,2013,Major Projects,Institutional,$,17.90000
4805026,Drumheller,2014,Major Projects,Institutional,$,10.80000
4805026,Drumheller,2021,Major Projects,Institutional,$,14.00000
4805026,Drumheller,2022,Major Projects,Institutional,$,14.00000
4805034,Delia,2018,Major Projects,Institutional,$,13.40000
4805034,Delia,2019,Major Projects,Institutional,$,13.40000
4805034,Delia,2020,Major Projects,Institutional,$,13.40000
4805038,Morrin,2019,Major Projects,Institutional,$,12.70000
4805038,Morrin,2020,Major Projects,Institutional,$,12.70000
4805038,Morrin,2021,Major Projects,Institutional,$,12.70000
4805038,Morrin,2022,Major Projects,Institutional,$,14.40000
4808012,Sylvan Lake,2007,Major Projects,Institutional,$,8.50000
4808012,Sylvan Lake,2008,Major Projects,Institutional,$,8.50000
4808012,Sylvan Lake,2009,Major Projects,Institutional,$,8.50000
4808012,Sylvan Lake,2014,Major Projects,Institutional,$,6.30000
4808012,Sylvan Lake,2015,Major Projects,Institutional,$,21.30000
4808012,Sylvan Lake,2016,Major Projects,Institutional,$,15.00000
4801014,Bow Island,2007,Major Projects,Institutional,$,20.00000
4801014,Bow Island,2008,Major Projects,Institutional,$,5.30000
4801014,Bow Island,2010,Major Projects,Institutional,$,5.00000
4801014,Bow Island,2011,Major Projects,Institutional,$,16.90000
4801014,Bow Island,2012,Major Projects,Institutional,$,11.60000
4801014,Bow Island,2013,Major Projects,Institutional,$,11.60000
4802004,Milk River,2021,Major Projects,Institutional,$,19.90000
4802004,Milk River,2022,Major Projects,Institutional,$,20.30000
4807049,Wainwright No. 61,2015,Major Projects,Institutional,$,33.80000
4807049,Wainwright No. 61,2016,Major Projects,Institutional,$,6.80000
4807054,Wainwright,2007,Major Projects,Institutional,$,6.00000
4807054,Wainwright,2008,Major Projects,Institutional,$,21.40000
4807054,Wainwright,2009,Major Projects,Institutional,$,21.40000
4807056,Irma,2013,Major Projects,Institutional,$,14.50000
4807056,Irma,2014,Major Projects,Institutional,$,14.50000
4807056,Irma,2015,Major Projects,Institutional,$,14.50000
4807056,Irma,2016,Major Projects,Institutional,$,14.50000
4807056,Irma,2017,Major Projects,Institutional,$,14.50000
4807056,Irma,2018,Major Projects,Institutional,$,14.50000
4808001,Red Deer County,2007,Major Projects,Institutional,$,9.00000
4805012,Wheatland County,2015,Major Projects,Institutional,$,16.00000
4805012,Wheatland County,2016,Major Projects,Institutional,$,16.00000
4807026,Stettler,2007,Major Projects,Institutional,$,21.90000
4807026,Stettler,2008,Major Projects,Institutional,$,12.20000
4807026,Stettler,2009,Major Projects,Institutional,$,12.20000
4807026,Stettler,2010,Major Projects,Institutional,$,8.80000
4807026,Stettler,2011,Major Projects,Institutional,$,8.80000
4807026,Stettler,2012,Major Projects,Institutional,$,16.00000
4807026,Stettler,2019,Major Projects,Institutional,$,9.30000
4807026,Stettler,2020,Major Projects,Institutional,$,9.30000
4805044,Acme,2022,Major Projects,Institutional,$,20.20000
4808006,Bowden,2010,Major Projects,Institutional,$,25.00000
4808006,Bowden,2011,Major Projects,Institutional,$,33.80000
4808006,Bowden,2012,Major Projects,Institutional,$,33.40000
4808006,Bowden,2013,Major Projects,Institutional,$,33.40000
4808008,Innisfail,2007,Major Projects,Institutional,$,17.00000
4808008,Innisfail,2008,Major Projects,Institutional,$,17.00000
4808008,Innisfail,2009,Major Projects,Institutional,$,8.70000
4808008,Innisfail,2010,Major Projects,Institutional,$,5.90000
4808008,Innisfail,2011,Major Projects,Institutional,$,8.00000
4808008,Innisfail,2012,Major Projects,Institutional,$,8.00000
4808008,Innisfail,2013,Major Projects,Institutional,$,7.80000
4808008,Innisfail,2015,Major Projects,Institutional,$,25.90000
4808008,Innisfail,2016,Major Projects,Institutional,$,25.90000
4808008,Innisfail,2017,Major Projects,Institutional,$,17.60000
4808008,Innisfail,2018,Major Projects,Institutional,$,24.50000
4808008,Innisfail,2019,Major Projects,Institutional,$,24.50000
4808008,Innisfail,2020,Major Projects,Institutional,$,24.50000
4808029,Blackfalds,2015,Major Projects,Institutional,$,11.30000
4808029,Blackfalds,2016,Major Projects,Institutional,$,11.30000
4808029,Blackfalds,2019,Major Projects,Institutional,$,38.70000
4808029,Blackfalds,2020,Major Projects,Institutional,$,38.70000
4808029,Blackfalds,2021,Major Projects,Institutional,$,38.70000
4808029,Blackfalds,2022,Major Projects,Institutional,$,44.40000
4811016,Leduc,2007,Major Projects,Institutional,$,12.00000
4811016,Leduc,2008,Major Projects,Institutional,$,12.00000
4811016,Leduc,2009,Major Projects,Institutional,$,12.00000
4811016,Leduc,2012,Major Projects,Institutional,$,5.60000
4811016,Leduc,2013,Major Projects,Institutional,$,8.00000
4811016,Leduc,2014,Major Projects,Institutional,$,15.70000
4811016,Leduc,2015,Major Projects,Institutional,$,38.00000
4811016,Leduc,2017,Major Projects,Institutional,$,13.00000
4811016,Leduc,2018,Major Projects,Institutional,$,13.00000
4811016,Leduc,2019,Major Projects,Institutional,$,56.10000
4811016,Leduc,2020,Major Projects,Institutional,$,56.10000
4811016,Leduc,2021,Major Projects,Institutional,$,43.10000
4811016,Leduc,2022,Major Projects,Institutional,$,50.90000
4807042,Killam,2017,Major Projects,Institutional,$,8.00000
4807042,Killam,2018,Major Projects,Institutional,$,8.00000
4810001,Camrose County,2012,Major Projects,Institutional,$,14.40000
4810001,Camrose County,2013,Major Projects,Institutional,$,11.20000
4811056,Fort Saskatchewan,2007,Major Projects,Institutional,$,78.00000
4811056,Fort Saskatchewan,2008,Major Projects,Institutional,$,92.10000
4811056,Fort Saskatchewan,2009,Major Projects,Institutional,$,125.80000
4811056,Fort Saskatchewan,2010,Major Projects,Institutional,$,100.20000
4811056,Fort Saskatchewan,2011,Major Projects,Institutional,$,105.00000
4811056,Fort Saskatchewan,2012,Major Projects,Institutional,$,18.00000
4811056,Fort Saskatchewan,2013,Major Projects,Institutional,$,19.00000
4811056,Fort Saskatchewan,2014,Major Projects,Institutional,$,19.00000
4811056,Fort Saskatchewan,2015,Major Projects,Institutional,$,13.60000
4811056,Fort Saskatchewan,2016,Major Projects,Institutional,$,32.00000
4811056,Fort Saskatchewan,2017,Major Projects,Institutional,$,32.00000
4811061,Edmonton,2007,Major Projects,Institutional,$,3087.30000
4811061,Edmonton,2008,Major Projects,Institutional,$,3567.00000
4811061,Edmonton,2009,Major Projects,Institutional,$,3124.70000
4811061,Edmonton,2010,Major Projects,Institutional,$,1884.70000
4811061,Edmonton,2011,Major Projects,Institutional,$,2207.10000
4811061,Edmonton,2012,Major Projects,Institutional,$,1495.80000
4811061,Edmonton,2013,Major Projects,Institutional,$,1624.90000
4811061,Edmonton,2014,Major Projects,Institutional,$,1415.03000
4811061,Edmonton,2015,Major Projects,Institutional,$,1736.13000
4811061,Edmonton,2016,Major Projects,Institutional,$,2005.63000
4811061,Edmonton,2017,Major Projects,Institutional,$,4265.33000
4811061,Edmonton,2018,Major Projects,Institutional,$,4718.50000
4811061,Edmonton,2019,Major Projects,Institutional,$,3964.50000
4811061,Edmonton,2020,Major Projects,Institutional,$,3472.60000
4811061,Edmonton,2021,Major Projects,Institutional,$,3228.70000
4811061,Edmonton,2022,Major Projects,Institutional,$,1141.30000
4806017,Chestermere,2007,Major Projects,Institutional,$,26.70000
4806017,Chestermere,2008,Major Projects,Institutional,$,14.50000
4806017,Chestermere,2014,Major Projects,Institutional,$,5.00000
4802012,Lethbridge,2007,Major Projects,Institutional,$,250.90000
4802012,Lethbridge,2008,Major Projects,Institutional,$,292.30000
4802012,Lethbridge,2009,Major Projects,Institutional,$,522.80000
4802012,Lethbridge,2010,Major Projects,Institutional,$,235.20000
4802012,Lethbridge,2011,Major Projects,Institutional,$,165.70000
4802012,Lethbridge,2012,Major Projects,Institutional,$,159.80000
4802012,Lethbridge,2013,Major Projects,Institutional,$,383.80000
4802012,Lethbridge,2014,Major Projects,Institutional,$,521.50000
4802012,Lethbridge,2015,Major Projects,Institutional,$,466.90000
4802012,Lethbridge,2016,Major Projects,Institutional,$,310.60000
4802012,Lethbridge,2017,Major Projects,Institutional,$,300.40000
4802012,Lethbridge,2018,Major Projects,Institutional,$,280.00000
4802012,Lethbridge,2019,Major Projects,Institutional,$,24.10000
4802012,Lethbridge,2020,Major Projects,Institutional,$,50.30000
4802012,Lethbridge,2021,Major Projects,Institutional,$,60.90000
4802012,Lethbridge,2022,Major Projects,Institutional,$,45.10000
4802039,Bassano,2007,Major Projects,Institutional,$,20.50000
